arabic_madar,ALE,0.585,0.527027027027027,0.5545023696682464,222.0
arabic_madar,ALG,0.765,0.6681222707423581,0.7132867132867133,229.0
arabic_madar,ALX,0.76,0.7004608294930875,0.7290167865707434,217.0
arabic_madar,AMM,0.495,0.4925373134328358,0.4937655860349127,201.0
arabic_madar,ASW,0.66,0.5301204819277109,0.5879732739420935,249.0
arabic_madar,BAG,0.575,0.6284153005464481,0.6005221932114883,183.0
arabic_madar,BAS,0.59,0.6704545454545454,0.6276595744680851,176.0
arabic_madar,BEI,0.56,0.7088607594936709,0.6256983240223464,158.0
arabic_madar,BEN,0.655,0.6267942583732058,0.6405867970660147,209.0
arabic_madar,CAI,0.375,0.6578947368421053,0.47770700636942676,114.0
arabic_madar,DAM,0.505,0.5233160621761658,0.5139949109414759,193.0
arabic_madar,DOH,0.61,0.6039603960396039,0.6069651741293532,202.0
arabic_madar,FES,0.63,0.6528497409326425,0.6412213740458015,193.0
arabic_madar,JED,0.545,0.558974358974359,0.5518987341772152,195.0
arabic_madar,JER,0.595,0.4897119341563786,0.5372460496613995,243.0
arabic_madar,KHA,0.735,0.5268817204301075,0.6137787056367432,279.0
arabic_madar,MOS,0.77,0.7403846153846154,0.7549019607843137,208.0
arabic_madar,MSA,0.7,0.6086956521739131,0.6511627906976744,230.0
arabic_madar,MUS,0.42,0.5957446808510638,0.49266862170087977,141.0
arabic_madar,RAB,0.565,0.6766467065868264,0.6158038147138966,167.0
arabic_madar,RIY,0.57,0.5402843601895735,0.5547445255474452,211.0
arabic_madar,SAL,0.515,0.5364583333333334,0.5255102040816326,192.0
arabic_madar,SAN,0.66,0.676923076923077,0.668354430379747,195.0
arabic_madar,SFX,0.745,0.6367521367521367,0.6866359447004607,234.0
arabic_madar,TRI,0.67,0.67,0.67,200.0
arabic_madar,TUN,0.615,0.7735849056603774,0.6852367688022284,159.0
arabic_madar,accuracy,0.6103846153846154,0,0,0
arabic_madar,macro avg,0.6103846153846154,0.6162252386114295,0.6084939474861668,5200.0
arabic_madar,weighted avg,0.6226730769230768,0.6103846153846154,0.6122752832830639,5200.0
