arabic_madar,ALE,0.585,0.4834710743801653,0.5294117647058824,242.0
arabic_madar,ALG,0.655,0.6267942583732058,0.6405867970660147,209.0
arabic_madar,ALX,0.745,0.6681614349775785,0.7044917257683215,223.0
arabic_madar,AMM,0.35,0.3553299492385787,0.3526448362720403,197.0
arabic_madar,ASW,0.52,0.45021645021645024,0.48259860788863107,231.0
arabic_madar,BAG,0.475,0.4947916666666667,0.4846938775510204,192.0
arabic_madar,BAS,0.39,0.4968152866242038,0.4369747899159664,157.0
arabic_madar,BEI,0.525,0.6818181818181818,0.5932203389830509,154.0
arabic_madar,BEN,0.475,0.5277777777777778,0.5,180.0
arabic_madar,CAI,0.365,0.7227722772277227,0.4850498338870432,101.0
arabic_madar,DAM,0.245,0.4298245614035088,0.3121019108280255,114.0
arabic_madar,DOH,0.435,0.45549738219895286,0.44501278772378516,191.0
arabic_madar,FES,0.595,0.5639810426540285,0.5790754257907542,211.0
arabic_madar,JED,0.46,0.4088888888888889,0.4329411764705883,225.0
arabic_madar,JER,0.47,0.4034334763948498,0.43418013856812937,233.0
arabic_madar,KHA,0.555,0.44047619047619047,0.4911504424778761,252.0
arabic_madar,MOS,0.7,0.693069306930693,0.6965174129353233,202.0
arabic_madar,MSA,0.98,0.9560975609756097,0.9679012345679012,205.0
arabic_madar,MUS,0.495,0.4267241379310345,0.4583333333333333,232.0
arabic_madar,RAB,0.4,0.6060606060606061,0.4819277108433735,132.0
arabic_madar,RIY,0.565,0.37919463087248323,0.45381526104417674,298.0
arabic_madar,SAL,0.665,0.5911111111111111,0.6258823529411766,225.0
arabic_madar,SAN,0.555,0.5663265306122449,0.5606060606060607,196.0
arabic_madar,SFX,0.645,0.48134328358208955,0.5512820512820512,268.0
arabic_madar,TRI,0.6,0.6030150753768844,0.6015037593984961,199.0
arabic_madar,TUN,0.37,0.5648854961832062,0.44712990936555896,131.0
arabic_madar,accuracy,0.5315384615384615,0,0,0
arabic_madar,macro avg,0.5315384615384615,0.5414568322674198,0.5288089823159454,5200.0
arabic_madar,weighted avg,0.5492673076923076,0.5315384615384615,0.5342679407609776,5200.0
