lmo_Latn,nob_Latn_sib,0.6274509803921569,0.6128890664447333
eng_Latn,nob_Latn_sib,0.8921568627450981,0.8841301546225173
ita_Latn,nob_Latn_sib,0.8627450980392157,0.8526239858551635
fur_Latn,nob_Latn_sib,0.6666666666666666,0.6422099562005863
scn_Latn,nob_Latn_sib,0.6078431372549019,0.588907140734562
srd_Latn,nob_Latn_sib,0.6617647058823529,0.6508456741949585
vec_Latn,nob_Latn_sib,0.7303921568627451,0.7109409297538155
azb_Arab,nob_Latn_sib,0.6666666666666666,0.6452100506272872
azj_Latn,nob_Latn_sib,0.8137254901960784,0.8083399618915744
tur_Latn,nob_Latn_sib,0.8284313725490197,0.8099947220576943
kmr_Latn,nob_Latn_sib,0.6764705882352942,0.6590249433106576
ckb_Arab,nob_Latn_sib,0.23039215686274508,0.19861431550650233
nno_Latn,nob_Latn_sib,0.8235294117647058,0.7905622934474691
nob_Latn,nob_Latn_sib,0.8529411764705882,0.8414013075122605
lim_Latn,nob_Latn_sib,0.6813725490196079,0.6582912174679058
ltz_Latn,nob_Latn_sib,0.6519607843137255,0.620745113134843
nld_Latn,nob_Latn_sib,0.8431372549019608,0.8345666277680531
lvs_Latn,nob_Latn_sib,0.8774509803921569,0.8657954158816477
ltg_Latn,nob_Latn_sib,0.6617647058823529,0.6210889143771628
acm_Arab,nob_Latn_sib,0.8235294117647058,0.8064287247428312
acq_Arab,nob_Latn_sib,0.8186274509803921,0.8035779945262636
aeb_Arab,nob_Latn_sib,0.7696078431372549,0.762462586500252
ajp_Arab,nob_Latn_sib,0.7990196078431373,0.7847602169046801
apc_Arab,nob_Latn_sib,0.7941176470588235,0.7817107276737442
arb_Arab,nob_Latn_sib,0.8382352941176471,0.828676443757077
ars_Arab,nob_Latn_sib,0.8431372549019608,0.8325531894317649
ary_Arab,nob_Latn_sib,0.7941176470588235,0.7760632485339899
arz_Arab,nob_Latn_sib,0.7990196078431373,0.7811666739431221
kab_Latn,nob_Latn_sib,0.2107843137254902,0.1721791479366413
lij_Latn,nob_Latn_sib,0.7009803921568627,0.6763064245912416
oci_Latn,nob_Latn_sib,0.7843137254901961,0.7719286316165734
yue_Hant,nob_Latn_sib,0.8627450980392157,0.8464935863229364
zho_Hans,nob_Latn_sib,0.8725490196078431,0.8561044243553233
zho_Hant,nob_Latn_sib,0.8676470588235294,0.848019187448106
glg_Latn,nob_Latn_sib,0.8872549019607843,0.8762980279219701
spa_Latn,nob_Latn_sib,0.8676470588235294,0.8604366999324983
por_Latn,nob_Latn_sib,0.8823529411764706,0.8791039261546976
nso_Latn,nob_Latn_sib,0.3333333333333333,0.2733233883233883
sot_Latn,nob_Latn_sib,0.35294117647058826,0.3511585855047383
